name,translation
1087,"the five or fist handshape circles
and lands on the opposite wrist assignment"
1088,homework
1089,homework also  well let me back up
1090,home the sign home home
1091,work work
1092,home^work
1093,and you'll often still see it like that home^work
1094,homework
1095,homework or homework
1096,homework or homework
1097,homework homework
1098,paper
1099,the hand comes inward paper
1100,paper
1101,paper
1102,it's different from school  the hands clap
1103,paper the 5 handshape brushes inward
1104,paper
1105,"so you write  you need to
write a paper or type"
1106,project
1107,now it's a p handshape sort of to a j
1108,project
1109,project
1110,project
1111,presentation
1112,presentation
1113,presentation it's also lecture
1114,presentation
1115,alone or individual
1116,individual
1117,or alone individual
1118,partners like pairing up
1119,partners
1120,group
1121,groups
1122,"okay so that's a few different types of homeworks
and now also a few signs"
1123,research
1124,study
1125,study
1126,study
1127,study
1128,read
1129,the 2 handshape read
1130,practice
1131,practice
1132,test
1133,test
1134,test test
1135,let's review
1136,"okay that was a few signs related to
school assignments i hope that it helps"
1137,"you maybe with your asl class 
understanding the teacher"
1138,"for more videos related to school i have many
so i suggest you watch"
1139,"and if you like this video please subscribe and
tap the bell icon so that i can let you know about"
1140,"new videos
thanks for watching and i'll see you soon bye"
1141,i've also seen it signed just once summer like that
1142,your brow summer
1143,number three sweat
1144,"you can modify it a little bit and
change your facial expression based on the"
1145,"situation so now i'll show you three
sentences using those words ready"
1146,number two
1147,number three
1148,"again yesterday temperature 90
degrees"
1149,"wow i went out running when i finished
sweating"
1150,so i hope that helps you
1151,"practice those signs again summer hot
and sweat"
1152,for more summer signs i have
1153,"a different video you can find it right
over here >>"
1154,"thank you for watching i hope that you
enjoy your summer"
1155,hello someone suggested to me that i
1156,teach some signs related to summer jobs
1157,can use in your job hello
1158,welcome
1159,please
1160,swim
1161,water
1162,waterpark
1163,poole
1164,lifeguard
1165,that would be with this handshake
1166,safe
1167,wait
1168,you'd also do it onehanded or you can
1169,hold up a finger like one minute hold on
1170,that kind of thing
1171,your eyebrows that's the question are
1172,you ready
1173,go
1174,come
1175,or come here or come on over
1176,this is like indicating who's next or
1177,sign so maybe there is a line you would
1178,sign it in that order or in the opposite
1179,when
1180,drei
1181,fun
1182,so that's fun
1183,fun
1184,fingerspell it or you could also
1185,describe it right show the shape
1186,and the cheeks would have to puff
1187,because there's that side
1188,could also just name your smell a tv
1189,rule or rules
1190,it's the r handshape
1191,armed
1192,someone needs to do with the arms right
1193,sit sit
1194,stay or stay sitting
1195,or continue sitting and just sign stay
1196,stand or stand up or get up
1197,don't stand
1198,wall back away from so get off the wall
1199,person moving away from it thank you
1200,have a good day
1201,goodbye
1202,i hope that was helpful please let me
1203,know if there are other signs that you
1204,want to learn i'm ready
1205,memorial day
1206,so this handshape looking back
1207,memorial day
1208,weekend weekend
1209,so it's like the sign week and end
1210,i've also seen  it signed like that 
1211,either weekend or weekend
1212,know that set of islands that all
1213,together make up one us state and
1214,active hiking waterfalls boating and
1215,kayaking
1216,[music]
1217,was more relaxing at the beach and the
1218,pool beautiful beaches the sun it was
1219,really nice both were wonderful
1220,so today i wanted to teach them signs
1221,related to that to island life a
1222,i've also seen it coming in toward
1223,person beach
1224,beautiful beautiful
1225,show it's a bikini
1226,boat or boating the cupped hands come
1227,together like this
1228,it's a round fruit is it a fruit it is a
1229,crack it open there's water inside coral
1230,you can fingerspell
1231,coral or you can describe it
1232,crab
1233,drink and for this sign the way that you
1234,sign it will depend on if it's a noun or
1235,a verb for example when you do that
1236,double movement it means it's the thing
1237,like you want what or what's your
1238,favorite drink so it's the object when
1239,you do one motion
1240,drink something if it's an alcoholic
1241,that same pattern it's just like it was
1242,fish
1243,it shows where that strap goes between
1244,your toes
1245,so the flipflops sandals thongs
1246,so remember airplane if you want to
1247,describe what you what you do your plan
1248,takeoff and landing with your
1249,nondominant hand so that classifier
1250,like this it selects flies
1251,fingerspelling fun or use this sign
1252,the signs i just got back that hawaii
1253,one type of tropical island vacation
1254,helicopter so it's that three handshape
1255,but bent and it goes on your
1256,hike or hiking
1257,beach
1258,honeymoon
1259,hot
1260,i scream
1261,icecream island
1262,either way island island
1263,wave movement
1264,although i also often see this without
1265,just like that can mean ocean i'm
1266,depending on the context that will be
1267,clear anyway ocean
1268,or photography just like camera like
1269,this shows the action of taking a
1270,picture and then if you're traveling you
1271,might sign it this way like taking a ton
1272,two pictures you'll print and put up
1273,play play
1274,you can sign the swimming pool
1275,read
1276,or you can describe it
1277,scuba
1278,for the word see you can send similar
1279,and how you learn to ocean right they
1280,and then for seafood so that's what kind
1281,of food that's promotion you can say
1282,that you can also say fish and i've seen
1283,the sign see like this with me asks
1284,seeking fingerspell that shell
1285,sightsee
1286,so in any city whether it's a beach area
1287,metropolitan area snorkelling so it's
1288,when you're not going to under the water
1289,that's the sign for sun you draw that
1290,circle and show the rays coming down
1291,sunglasses suppose when you fingerspell
1292,sunglasses
1293,fingerspell at first and then burn is
1294,it's not just like your fingerspelling
1295,that bee starts upside down so it's burn
1296,you may drop out sunburn
1297,translates to like sun protection swim
1298,drugs down the cheek 10 and that's
1299,describing like the color the shade of
1300,color i should say dan can be both towel
1301,tree
1302,tree
1303,turtle
1304,turtle
1305,and if it's in the ocean then it would
1306,be a sea turtle so that the hands are
1307,one on top the other like this and then
1308,the thumbs move outward sea turtle
1309,volcano
1310,volcano
1311,vacation
1312,shows the tail coming in and out of the
1313,water well
1314,walk
1315,walk
1316,walk walk so that's similar to hike but
1317,your facial expression is likely to be
1318,different and the hands might be a
1319,water water
1320,waterfall
1321,and that's it for today if you have any
1322,other signs suggestions please do let me
1323,know and if you liked this video but you
1324,haven't yet subscribed please join you
1325,can click that button over there to
1326,subscribe to the channel and for more
1327,videos if you want to browse we've got
1328,some over here that you might like thank
1329,you so much for watching and i'll see
1330,you again soon maybe back in hawaii i'm
1331,ready
1332,"hello today i'm going to teach you
beginner"
1333,"asl signs so you can start communicating
using asl or american sign language"
1334,"are you ready
and that's the sign for ready"
1335,hello
1336,hi
1337,"how are you  so that's the sign for how
and then you point to the person how are you"
1338,bad  turn your palm down bad
1339,fine
1340,i'm fine
1341,soso
1342,great or wonderful
1343,nothing
1344,busy
1345,busy or i'm busy
1346,not a lot
1347,what's your name
1348,the end as well so what's your name
1349,my name is  and then you fingerspell your name in my case meredith if you have a
1350,sign name you would then teach your sign name so me name and then as a beginner
1351,you'll be fingerspelling your name
1352,nice to meet you  nice to meet you and
1353,you sign that toward the person
1354,yes
1355,nod your head yes
1356,deaf
1357,hearing or not deaf
1358,no i'm deaf
1359,or i want  that's the sign for want
1360,i want to learn asl
1361,"language or you might see it with a
different handshape sign language"
1362,"understand  like i understand if you're
nodding along   so i understand"
1363,the finger flicks like that up
1364,please
1365,sorry
1366,sorry i don't understand
1367,please
1368,slow  slow
1369,again
1370,please sign again slow
1371,"i'll do that
again this is useful sorry i don't"
1372,later bye
1373,"hello today we're going to learn signs
related to work  maybe in a store or a"
1374,"restaurant so that in your job when a
deaf customer comes in you can sign to"
1375,"communicate with them  you ready to
begin"
1376,hello
1377,welcome
1378,welcome
1379,how are you
1380,how are you
1381,can i help you
1382,may i help you
1383,"and again don't forget to raise your
eyebrows because it's a questionright"
1384,can i help you
1385,are you deaf
1386,do you sign
1387,yes
1388,yes
1389,no
1390,no
1391,"for the sign no shake your head  like
this"
1392,no
1393,again i know a little bit
1394,please
1395,please
1396,sorry
1397,sorry
1398,understand
1399,"if it's a question do you
understand raise your eyebrows"
1400,to sign that you don't understand you can shake your head 'no' don't understand
1401,"or maybe you'll sign i don't  
with the sign not right "
1402,so me not understand is also i don't understand
1403,"if you forget to shake your head then
it's important that you add in the 'not'"
1404,"but shaking your head is more important
sorry i don't understand"
1405,again
1406,again
1407,slow
1408,slow
1409,"so maybe you'll sign sorry i don't
understand"
1410,paper
1411,want
1412,want
1413,some people sign it this way want
1414,kind of goes outward want
1415,"but it's the same sign / same word
want"
1416,"you want paper to write on / do you want
people to write a note  so it would be"
1417,want  paper  write
1418,you can also offer writing back and forth
1419,"so this is a slightly different sign means
that you'll take turns   that's how you'll"
1420,"communicate by writing notes back and
forth for example paper do you want to"
1421,write back and forth
1422,want to write back and forth on paper
1423,"and of course if they sign yes
that means you should look for / go"
1424,get some paper
1425,you want what meaning what do you want
1426,have
1427,"have
could mean i have something / we have"
1428,so like yes we have that
1429,no we don't have that
1430,and again shaking your head indicates not have  no don't have it
1431,ready
1432,thats the 'r' hand shape ready
1433,eyebrows up again cuz it's a question ready
1434,ready to order
1435,ready to order
1436,food
1437,your food is ready
1438,your food is ready
1439,are you finished
1440,are you ready
1441,you can also point to items and say is this all so if someone's shopping maybecollecting things
1442,and bringing them to you and ready to pay you can sign is this all
1443,point toward the items and then
1444,pay
1445,pay
1446,"there's a second version that looks like
this pay"
1447,"the sign pay is directional so it
changes depending on who is doing what"
1448,"if you just sign to pay they'll
understand the general sign pay would look"
1449,like that going outwards
1450,ready to pay
1451,"you'd point toward whichever direction
the cashier is in"
1452,the register is over there
1453,cash
1454,credit card or credit
1455,are you paying with cash or credit
1456,so literally it would be cash credit which
1457,cash only
1458," cash only meaning credit's not
allowed here"
1459,money
1460,dollar maybe ten dollars
1461,for money signs please watch my other videos about money numbers etc
1462,"there are too many signs for
here so that can be for later"
1463,for now cost or price
1464,"the price of all the different items
to a total cost"
1465,for example this altogether cost $10 or altogether it costs $100
1466,"discount    so it's like the price
decreasing price reduced"
1467,cheap
1468,expensive
1469,expensive
1470,free
1471,free
1472,thank you
1473,thank you for coming
1474,thank you for coming
1475,so if someone to you signs thank you to respond you can sign thank you back   like this
1476,different video about that
1477,and finally for fingerspelling the
1478,"alphabet  abc etc i have a different
video as well it's too long for here but"
1479,"otherwise that's it you've got welcome
cost communication methods"
1480,and that's it for today so i hope that helps any other signs you want to learn please let
1481,me know and you might want to check out my other videos for fingerspelling
1482,numbers and so on
1483,have a good day bye
1484,hi today we're going to continue
1485,learning about different feelings
1486,so i'm going to review those quickly
1487,different feelings ready so we have two
1488,are you
1489,good good
1490,good
1491,bad
1492,well bad happy happy
1493,you might also see it twohanded happy
1494,mad angry
1495,salsa and for all those remember facial
1496,expression is important if you're happy
1497,smile so it's not like this right if
1498,you're sad look a little fun if you're
1499,angry don't smile it doesn't make sense
1500,plus fur so so okay fine
1501,you trying to use this mouth morphine
1502,fine that mouth shows average same old
1503,okay now good so facial expression is
1504,like you're hitting your head against a
1505,wall frustrated or you might see it
1506,twohanded frustrated
1507,confused
1508,so think and mixed right confused
1509,confused or sometimes you see the think
1510,so it's this opening handshape excited
1511,and it touches your chest excited and
1512,again facial expression which show too
1513,happy it's the difference between what's
1514,up so you remember what's up we learned
1515,tired
1516,be sound like this really i've seen
1517,three ways like this this the hands can
1518,be an either orientation nervous a third
1519,lonely lonely
1520,worried
1521,there are different signs that may be
1522,better depending on the context
1523,surprised as one lea i was surprised you
1524,might do this first shocked or amazed at
1525,something jaw drop is another sign you
1526,can use when you're really shocked at
1527,surprised i've seen surprised shocked
1528,jealous so that's the handshape jealous
1529,we already did sad but here's upset
1530,upset
1531,okay so that was the hottest designs and
1532,that'll be it for now i hope that that
1533,helps you learn and review and practice
1534,some different signs related to feelings
1535,so now i have a question for you how are
1536,you again soon i hope bye
1537,spoken english where two numbers combine
1538,number 2000 we see two variations first
1539,years 1 2 3
1540,the number but that was only up to 2009
1541,with that double movement you can but
1542,it's fine or 2016 also fine so it's the
1543,same thing
1544,happy new year and happy 2018 i hope
1545,that your year is great thanks for
1546,watching
1547,"to review family signs and this is
family"
1548,it's an f handshape in a circle family
1549,and that's family
1550,mother or mom
1551,"you may also see it where the movement
is a little different where you wiggle"
1552,the fingers like this mother
1553,so mother or mother  it's the same thing
1554,"the sign father looks similar the
difference is that it's not at your"
1555,father  and again the movement can
1556,change to that wiggle
1557,so father
1558,"parents
so it's the same handshapes as mother"
1559,and father parents
1560,baby baby
1561,"you may see differences
like smaller like this baby"
1562,you don't need to make a huge gesture
1563,just baby is fine
1564,daughter  and it's similar
1565,like girl and baby became daughter
1566,that's the hand shape daughter goes in the nook of the elbow
1567,start daughter
1568,"daughter or daughter
either of those"
1569,son or son son
1570,children children
1571,like you're patting them on the heads children
1572,"and just to let you know here's the sign
for kids  kids kids"
1573,"at the chin and comes down sister
it's from the signs girl and same so girl"
1574,"brothers and sisters are siblings that's the sign
siblings"
1575,for example demonstration
1576,girland marry became wife wife
1577,"that's fine but just be careful not to
use the index finger  that's different"
1578,partner partner
1579,you can say my partner partner
1580,another sign you might see is sweetheart
1581,"sweetheart means someone you're in a
relationship with sweetheart"
1582,"in this video i showed you signs for parents
children and that kind of thing"
1583,"next week in part 2 i'll show you more like
grandmother grandfather cousins and so"
1585,"that's an h handshape why because
tuesday is already using the t so"
1586,thursday or thursday thursday thursday
1587,saturday saturday
1588,"thank you for watching and i'll see you
again soon bye bye"
1589,names tend to be finger spelled either
1590,see january
1591,try not to do this
1592,again faster january
1593,february so that's f eb
1594,february
1595,march is short so we can sign the full
1596,name
1597,march
1598,for me the full name ma why
1599,me
1600,july same thing
1601,august hey yugi
1602,august
1603,thought fast movement of september and
1604,september or september
1605,forward oct
1606,november and ovie
1607,november
1608,december
1609,okay now back to the start january to
1610,december let's practice together we'll
1611,start slow and then we'll go back to the
1612,beginning and do it again more quickly
1613,all right again a little faster
1614,thank you for watching if you like this
1615,video please subscribe so that you get
1616,new videos thanks again and i'll see you
1617,soon bye
1618,the signs for the seasons for science
1619,i'll teach you and then i'll explain
1620,each to do more review discussion and
1621,practice plus i'll show similar signs so
1622,handshape on the opposite palm like this
1623,it's like a flower is growing blooming
1624,spring
1625,spring
1626,spring
1627,summer it's a one handshape into an ex
1628,elbow fall
1629,that's also the sign cold your facial
1630,expression and the sentence context can
1631,help you understand the meaning for
1632,also see it with w handshape winter it's
1633,a little english i suggest that you use
1634,that the sign spring is like a flower is
1635,be careful depending on the context on
1636,the english word grow you may want a
1637,like that expand grow up
1638,students ask me if it looks like the
1639,why for because not the english because
1640,because for example i like flowers
1641,because anyway context will help you
1642,understand the meaning and if it's
1643,again it's like a leaf falling from the
1644,tree fall
1645,and the sign autumn is sometimes also
1646,september or september either one i have
1647,used september mostly and see that most
1648,often but the sign fall is also
1649,sometimes used for september so be
1650,careful if you're not sure or are
1651,favorite season is which comment and let
1652,me know thanks for watching and i'll see
1653,you soon bye if you learned something
1654,today check out my other videos you can
1655,hi friends
1656,the family
1657,quick disclaimer
1658,this video is in asl american sign language
1659,again king
1660,king
1661,king
1662,"again it starts at the shoulder and moves
to the hip"
1663,"alright and it's the opposite shoulder  so
your arm is on this side you go to the opposite"
1664,shoulder and then to the sameside hip
1665,king
1666,king
1667,king
1668,"the other people have similar signs but the
handshape is different"
1669,here
1670,queen
1671,queen
1672,prince is the p handshape  points downward
1673,prince
1674,prince
1675,princess the female version princess
1676,again slowed down
1677,"from the shoulder to the same shoulder and
down"
1678,princess
1679,princess
1680,again the family includes who
1681,king  so that's pointed upright
1682,"the hands kind of close  come together like
that"
1683,wedding
1684,wedding
1685,england
1686,"if you're interested in watching the royal
wedding i hope that you enjoy"
1687,"and if you like this video i have many more
teaching asl"
1688,so don't forget to subscribe
1689,thanks for watching and i'll see you soon
1690,bye
1691,thanks again
1692,"check out more beginner videos here and don't
forget to subscribe and click the bell to"
1693,"get notified about new videos so you don't
miss a lesson"
1694,have a great day
1695,today we're learning signs related to the movie theater
1696,are you ready
1697,this is movie
1698,movie movie
1699,"the screen kind of like that the 5
handshape wiggling back and forth movie"
1700,"on the hand or business with the b
handshape it's a different  b versus"
1701,movie   busy  movie cheese they're all different
1702,theater  theater
1703,and so on
1704,"handshape goes between the index and
middle finger for start it's like a"
1705,"for end now we have the b handshapes one
basically chops off the fingers of the"
1706,other basically end
1707,"and if you want to respond you can tell
what time  so we'll learn numbers in a"
1708,"different video i have but you basically
start that number at the wrist and move"
1709,it up for example one o'clock
1710,two o'clock
1711,four thirty
1712,845
1713,"so a different video teaches numbers and
time"
1714,if you want to enter that's the
1715,sign enter  enter
1716,enter
1717,enter
1718,"so the theater or the room the theater
might be big and have different rooms"
1719,you can sign the room  room
1720,again with the number for example room 3 theater 9
1721,ticket
1722,angle cost cost
1723,"ticket costs how much
cost or price"
1724,how many  or how much
1725,how much
1726,"so again it's sort of like time where we
have a normal sign  many  and then we"
1727,"furrow the eyebrows to show it's a
question how many for example tickets"
1728,"or maybe pay
so now we have a 1 handshape points down"
1729,at the palm and moves out pay
1730,pay
1731,snack tends to be fingerspelled snack
1732,movements popcorn
1733,popcorn
1734,water
1735,water
1736,opposite hand and then flat so
1737,soda
1738,soda
1739,"bathroom so it's a t handshape you just
sort of shake it bathroom"
1740,for example bathroom where
1741,now if a deaf
1742,"person enters the theater they may
request closed captions  so it's a c"
1743,"handshape bouncing once
for example the theater sometimes has"
1744,"captions in front of you to show
basically what's spoken on the screen as"
1745,caption or subtitle okay let's review
1746,"okay that's it for today thanks for
watching i hope that that helped you"
1747,"learn a little and if you liked this
please subscribe so that you get to see"
1748,"more videos thanks again and i'll see
you soon bye"
1749,here are a few more
1750,"beginner lessons for you and don't
forget to hit the notification bell so"
1751,"this is right and wrong
in asl this video is taught in sign"
1752,language turn on captions
1753,"correct
so it's the 1 handshape one on top of"
1754,the other and then they tap like that
1755,right right
1756,you're right you're correct
1757,you're correct
1758,"wrong a y handshape at
the chin"
1759,you're wrong or i was wrong sorry
1760,i was wrong
1761,wrong
1762,wrong
1763,"right
this is right again meaning correct"
1764,you are correct
1765,right meaning legal rights
1766,right
1767,right the flat palm brushes against the other
1768,one right or rights
1769,rights
1770,right the direction
1771,right the r handshape moves
1772,toward the right right right
1773,incorrect wrong
1774,mistake so it's the y
1775,"handshape again with the palm facing
inward mistakes or errors"
1776,"many you can use both hands that means again and
again you mean many different errors"
1777,what's wrong
1778,"so the y handshape again
palm in at the chin what's wrong"
1779,"or what's the matter eyebrows are down 
that shows that it's a question"
1780,what's the matter
1781,or maybe get someone's attention what's wrong
1782,something went wrong or oops
1783,"for example last
night my family went out to the theater"
1784,"so we went back home had to look for
them found them pocketed them and drove"
1785,"back to the theater and arrived just in
time"
1786,a different example maybe the beach
1787,let's review
1788,correct
1789,right
1790,right
1791,incorrect
1792,errors
1793,what's wrong
1794,but something went wrong
1795,"if you like
this and this short format find more at"
1796,aslmeredith on instagram
1797,"thank you so
much for watching if you like this video"
1798,"and you want to learn more asl don't
forget to click like plus subscribe"
1799,thanks again and i'll see you soon bye
1803,scarf
1804,scarf
1805,this is a hat
1806,the flat hand hat
1807,this is what a coat
1808,"the a hand shape with the
thumbup coat"
1809,coat
1810,color
1811,color
1812,this is black
1813,black the 1 handshape black
1814,"or like this black
the finger twists back"
1815,black
1816,gray
1817,white
1818,white like part of the colors here  white
1819,white
1820,this is what the movement is like  white
1821,lost or lose
1822,lose
1823,search or lookfor
1824,to look for something
1825,none meaning don't have
1826,"so it's like an o  none
or not have have none"
1827,don't have any of something
1828,match
1829,"it's the 5 handshape with bent fingers 
palms in coming together"
1830,match
1831,make
1832,"the s handshape  the hands start together
and then come apart and together"
1833,make one two
1834,make
1835,knit
1836,"the 1 handshapes are like knitting needles 
twisting against one another knit"
1837,or knitting
1838,mother or mom
1839,mom
1840,"thanks mom
thank you mom"
1841,now i'm ready bye bye
1845,"the colors are gray and white
gray and white both"
1846,"so far for many years
i've had a favorite hat"
1847,"my hat was my favorite 
what color gray"
1848,i liked it really it was my favorite
1849,"i lost it i looked and looked
i don't know where it is very sad"
1850,she knitted  knitted
1851,"she knitted a hat
to match the scarf"
1852,"pretty good right
my mom made this a new hat for me"
1853,now i have both scarf and hat
1854,warm
1855,thanks mom
1856,now i'm ready to go out
1857,thank you so much for watching
1858,"if you liked this video
and you want to learn more asl"
1859,don't forget to click like plus subscribe
1860,thanks again and i'll see you soon bye
1861,"hi friends today i'm going to review
two signs that are similar"
1862,going forward you won't confuse these
1863,doctor
1864,doctor
1865,it's like you're feeling the heart beating
1866,right there
1867,doctor
1868,doctor
1869,doctor
1870,"also you'll see the sign doctor
using a d handshape"
1871,doctor
1872,it's the same
1873,"some prefer the handshape d
some prefer doctor"
1874,doctor or doctor
1875,again
1876,again we have the hands in this position
1877,"now we start over here
we're not directly on top of the hand"
1878,and then we arc onto the palm
1879,"and now we're looking at the palm 
not the wrist the palm"
1880,again
1881,again
1882,again
1883,okay so again we have doctor again
1884,doctor
1885,again
1886,i hope that that helps
1887,"thank you so much for watching
if you like this video and you want to learn more asl"
1888,don't forget to click like plus subscribe
1889,thanks again and i'll see you soon bye
1890,"enable volume or closed captions for
english support"
1891,summon vs pet
1892,okay one viewer named brian he suggested
1893,good similar signs summon and pet
1894,what's the difference
1895,summon versus pet
1896,summon
1897,you can also summon me
1898,if you want me to come to you  summon
1899,or they summon
1900,"you can change the sign's direction
depending on who and where"
1901,the general sign is summon
1902,summon
1903,it's different from the sign pet
1904,pet  that word can be signed either
1905,fingerspelled pet that's fine pet
1906,or the sign pet
1907,pet
1908,notice they look very similar summon pet
1909,the difference is the movement movement
1910,for more about the different parameters 
1911,"newsletter and i teach different
lessons and things tips for learning and"
1912,"you'll find it in that corner you can
tap or in the video's description"
1913,or simply go to aslmeredithcom
1914,so the point is that the signs are different
1915,summon verses pet the difference is movement
1916,"the handshape location orientation facial expression 
they're all similar"
1917,the movement is different
1918,summon is one movement summon
1919,pet has a double movement twice
1920,it's like you're petting an animal pet
1921,so one time is summon two times is pet
1922,"other questions signs that are similar 
that you find confusing"
1923,comment and tell me thank you
